Clinic Name,URL,Street Address,Phone,Error
Varsity Lakes Day Hospital,https://www.goldcoast.health.qld.gov.au/hospitals-and-centres/varsity-lakes-day-hospital,"goldcoast.health.qld.gov.auHomeRefer Your PatientSite headerSite mapContact UsHelpSite navigationMenu Block : Main Navigation MenuPatients and visitorsComing to hospitalYour time in hospitalLeaving hospitalSupport servicesYour rights and responsibilitiesReferrals and bookingsAsk Me about Health LiteracyHospitals and centresGold Coast University HospitalRobina HospitalTugun Satellite HospitalVarsity Lakes Day HospitalRobina Health PrecinctSouthport Health PrecinctHelensvale Community Health CentrePalm Beach Community Health CentreResearchFor ResearchersClinical TrialsFor patients and familiesFor collaboratives and partnersFor sponsors and industryOur research profileContact UsResearch eventsResearch newsOur servicesA - Z ListingCare and SupportEmergency and TraumaMedical and SurgicalAboriginal & Torres Strait Islander serviceVideo ConsultationsChildren's ServicesImmunisationWomen's and MaternityMental HealthOral HealthPublic HealthSexual HealthGet involvedCompliments and complaintsParticipate in an online consultationCommunity and consumer engagementCreative Health HubVolunteeringGold Coast Hospital FoundationJoin our teamCareer opportunitiesRecruitmentEmployee benefitsLiving on the Gold CoastOur cultureAbout usStructureStrategy and plansBoardExecutive teamPerformancePublicationsNewsRight to informationPublic interest disclosureInitiativesHealth professionalsHealthPathwaysRefer Your PatientFor nurses and midwivesConference, Training and Event ServiceCOVID-19Menu Block : Hamburger MenuPatients and visitorsComing to hospitalYour outpatient appointmentWhat to bringPre-admission clinicStaying overnight (inpatients)Emergency departmentsMobility assistanceConcessional ParkingYour time in hospitalOur commitment to caring for youMealsMedicationsSafety, security and personal propertyTechnologyMedical records and confidentialityInfection controlSmokingLeaving hospitalPatient pick up and drop offDischargeSupport servicesAboriginal and Torres Strait Islander HealthInterpreter servicesTravel assistanceOrgan donationSpiritual careLost propertyCare after deathHealthier YouYour rights and responsibilities10 tips for safer healthcareAustralian Charter of Healthcare RightsRyan's RuleClinical handoverShared decision makingReferrals and bookingsEligibilityHow to get a referralPrivate health insuranceAsk Me about Health LiteracyHospitals and centresGold Coast University HospitalOverviewOur servicesParkingGetting hereGetting aroundVisiting hoursShops and cafesRobina HospitalOverviewOur servicesGetting hereParkingVisiting hoursTugun Satellite HospitalVarsity Lakes Day HospitalGetting hereParkingOur servicesRobina Health PrecinctGetting hereParkingSouthport Health PrecinctGetting hereParkingHelensvale Community Health CentreOur servicesPalm Beach Community Health CentreOur servicesResearchFor ResearchersOur GrantsApplying, accepting and managing grantsEthics and GovernanceBiostatistics ServiceLibrary ServiceForms and templatesClinical TrialsFor patients and familiesFor collaboratives and partnersFor sponsors and industryOur research profileContact UsResearch eventsResearch newsOur servicesA - Z ListingCare and SupportEmergency and TraumaMedical and SurgicalAboriginal & Torres Strait Islander serviceVideo ConsultationsFrequently Asked QuestionsChildren's ServicesServices ProvidedChild Development ServiceAbout the ServiceAbout our clinicsLocation and travel informationMeet Our TeamWhile you wait for your appointmentChecklistFor Children Under SixFor Children Over SixServices, Emergency Contacts and ResourcesEmergency Phone NumbersHow to find a private therapistResourcesUniversity Clinics Providing Services to FamiliesUseful programs to considerChild and Youth Mental HealthAbout Child and Youth Mental Health ServiceOur servicesReferrals and accessing careSupport for families and carersSupport in a crisis or emergencyChildren’s Hospital in the HomeCommunity Child HealthSpeak With Me!Getting StartedGeneral Strategies to Support Your Child’s Speech DevelopmentPracticing speech soundsp and b soundst and d soundsk and g soundsf and v soundss and z soundss clusterssh soundch and j soundsl soundr soundth soundAdditional Resources and Useful WebsitesTalk With Me!Early Language StrategiesGetting StartedFoundation SkillsGetting face to faceLetting your child leadCommunication TemptationsModelling LanguageDecreasing questionsEveryday RoutinesUsing language strategies in everyday routinesShared book readingSongsPlayUsing Visual HelpersUsing Visual HelpersUsing GesturesUsing Visual SchedulesFinal ReflectionChildren’s EmergencyImmunisationFree Community Immunisation ClinicsVaccine Price ListChildhood Immunisation ProgramSchool immunisation programsPregnancy immunisation programCatch-up immunisationInfluenzaMeningococcal DiseaseImmunisation recordsCOVID-19 VaccinationWomen's and MaternityCOVID-19 in PregnancyEndometriosis and Pelvic Pain Interdisciplinary Clinical Services (EPPICS)Total Laparoscopic HysterectomyFrequently Asked QuestionsRisks of Laparoscopic Hysterectomy SurgeryServices providedFeeding babies for women isolated and quarantinedPregnancy (antenatal) careGP shared careBirthing optionsPostnatal careFact sheets and resourcesFrequently asked questionsMental HealthMental Health ServicesSecure Mental Health Rehabilitation UnitOral HealthOral Health eligibilityAppointment informationLift the Lip ProgramKeep Your Smile ProgramPublic HealthCommunicable disease controlEnvironmental health hazardsPublic Health Research and TrainingEpidemiology and DataFood safety and standardsHealth promotionImmunisationMedicines, therapeutics and poisonsPublic health incident managementTobacco regulationWater quality and fluoridationBody Worn Cameras in use by Public Health Authorised OfficersSexual HealthSexual Health ServicesFact sheets and resourcesHIV Prophylaxis and TestingTelling Partners (Partner notification)Frequently Asked Questions (FAQs)Information for Health ProfessionalsResearch and Clinical TrialsGet involvedCompliments and complaintsParticipate in an online consultationCommunity and consumer engagementAlways Care Consumer NetworkConsumer Advisory Group (CAG)Creative Health HubArtbeatVolunteeringGold Coast Hospital FoundationJoin our teamCareer opportunitiesNursing and midwiferyEducation programsMedicalInternsAllied healthClinical SupportNon-Clinical SupportNon-Clinical Internship ProgramResearchExecutive Director Nursing and Midwifery and Patient ExperienceRecruitmentInternational RecruitmentTalent PoolsHow we recruitDiversity and inclusionEmployee benefitsLiving on the Gold CoastOur cultureAbout usStructureStrategy and plansBoardExecutive teamPerformanceOutpatient appointment waiting listsElective surgery waiting listsPublicationsAnnual ReportLocal Area Needs AssessmentOther ReportsNewsRight to informationPrivacyAccessing your medical recordPublication schemeAccessing informationRegister of gifts and benefitsCourt documents and subpoenasPublic interest disclosureInitiativesBuilding for the FutureCoomera HospitalTugun Satellite HospitalGold Coast Secure Mental Health Rehabilitation UnitAccelerated Infrastructure Delivery Program (AIDP)Gold Coast University Hospital Sub-Acute ExpansionRobina ED ExpansionMagnet Recognition®Health professionalsHealthPathwaysRefer Your PatientFor nurses and midwivesAdvanced practiceInnovationConference, Training and Event ServiceCOVID-19Varsity Lakes Day Hospital2 Lake StreetMenu Block : Left Sidebar MenuGold Coast University HospitalOverviewOur servicesParkingGetting hereGetting aroundVisiting hoursShops and cafesRobina HospitalOverviewOur servicesGetting hereParkingVisiting hoursTugun Satellite HospitalVarsity Lakes Day HospitalGetting hereParkingOur servicesRobina Health PrecinctGetting hereParkingSouthport Health PrecinctGetting hereParkingHelensvale Community Health CentreOur servicesPalm Beach Community Health CentreOur servicesBreadcrumbHomeHospitals and CentresVarsity Lakes Day HospitalWe’re located at 2 Lake Street in Varsity Lakes (main carpark entry off University Drive) and provide public day surgery services for the Gold Coast and wider community.The Varsity Lakes Day Hospital is a 6 theatre, 24 bed Day Hospital that provides a range of surgical and support services.The day hospital’s design is efficient and allows for easy access service for the public requiring day surgery services.No Emergency Department is located at this site, please go to Robina Hospital or call 000 if you are in need of emergency care.Contact AreaContact NumberChild Health(07) 5687 9183Endometriosis Clinic(07) 5687 1015Endoscopy Administration(07) 5619 0667Midwife Clinic(07) 5619 0620Midwife Group Practice(07) 5619 0773Pelvic Mesh Clinic(07) 5619 0772Pre-Admission Clinic(07) 5619 0690Theatre Admissions(07) 5619 0600Urogynaecology Clinic(07) 5619 0650Finding your wayView videoLocation and mapAddress2 Lake Street, Varsity Lakes, QLD, 4227(07) 5619 0600Last updated 26 Aug 2024 | goldcoast.health.qld.gov.auHomeRefer Your Patient | goldcoast.health.qld.gov.auHomeRefer Your Patient | goldcoast.health.qld.gov.au | goldcoast.health.qld.gov.au | Finding your wayView videoLocation and mapAddress2 Lake Street, Varsity Lakes, QLD, 4227(07) 5619 0600 | Finding your wayView videoLocation and mapAddress2 Lake Street, Varsity Lakes, QLD, 4227(07) 5619 0600 | Location and mapAddress2 Lake Street, Varsity Lakes, QLD, 4227(07) 5619 0600 | Address2 Lake Street, Varsity Lakes, QLD, 4227(07) 5619 0600 | Address2 Lake Street, Varsity Lakes, QLD, 4227(07) 5619 0600 | Address2 Lake Street, Varsity Lakes, QLD, 4227(07) 5619 0600 | 2 Lake Street, Varsity Lakes, QLD, 4227(07) 5619 0600",(07) 5619 0600,
Wallumbilla Community Clinic,https://www.southwest.health.qld.gov.au/hospitals-and-health-centres/wallumbilla-community-clinic,"Stakeyard Rd
Wallumbilla Qld 4428 | Stakeyard Rd
Wallumbilla Qld 4428",07 4623 4233,
Wandoan Outpatients Clinic,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/wandoan-outpatients-clinic,"14 Henderson Rd
Wandoan Qld 4419 | 14 Henderson Rd
Wandoan Qld 4419",07 4627 4444,
Warraber (Sue Island) Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/warraber-sue-island-primary-health-care-centre,"Cnr Esplanade and Aikuru St
Warraber Qld 4875 | Cnr Esplanade and Aikuru St
Warraber Qld 4875",07 4090 1400,
Warwick Hospital,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/warwick-hospital,"56 Locke St
Warwick Qld 4370 | 56 Locke St
Warwick Qld 4370",07 4660 3900,
Weipa Integrated Health Service,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/weipa-integrated-health-service,"407 John Evans Dr
Weipa Qld 4874 | 407 John Evans Dr
Weipa Qld 4874",07 4082 3900,
Whitsunday Community Health Centre,https://www.mackay.health.qld.gov.au/your-hospitals/whitsunday-community-health,Contact us Whitsunday Community Health P (07) 4948 7633 F (07) 4948 7699 Address 12 Altman Ave Cannonvale QLD 4802 Mail PO Box 161 Cannonvale QLD 4802,"4948 7633, 4948 7699",
Windorah Primary Health Centre,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/windorah-primary-health-centre,"25 Cecil St
Windorah Qld 4481 | 25 Cecil St
Windorah Qld 4481",07 4656 6100,
Winton Multipurpose Health Service,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/winton-multipurpose-health-service,"70 Oondooroo St 
Winton Qld 4735 | 70 Oondooroo St 
Winton Qld 4735","07 4657 2700, 07 4657 2700, 4657 2700",
Winton Medical Practice,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/winton-medical-practice,"Corner of Blomfield St and Oondooroo St
Winton Qld 4735 | Corner of Blomfield St and Oondooroo St
Winton Qld 4735",07 4657 2755,
Wondai Hospital,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/wondai-hospital,"80 Scott St
Wondai Qld 4606 | 80 Scott St
Wondai Qld 4606",07 4169 2600,
Woolloongabba Community Health Centre,https://www.metrosouth.health.qld.gov.au/hospital-and-health-centres/woolloongabba-community-health-centre,"228 Logan Road, Woolloongabba Qld 4102","13 36 77, 1300 300 850, 1300 MH CALL (1300 64 22 55), 13 12 30, In an emergency call Triple Zero (000), For non-urgent 13 HEALTH (13 43 25 84)",
Woorabinda Multipurpose Health Service,https://www.cq.health.qld.gov.au/hospitals-and-health-centres/woorabinda-multipurpose-health-service,"1 Munns Dr
Woorabinda Qld 4713 | 1 Munns Dr
Woorabinda Qld 4713",07 4913 2800,
Wujal Wujal Primary Health Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/wujal-wujal-primary-health-centre,"115 Douglas St
Wujal Wujal Qld 4895 | 115 Douglas St
Wujal Wujal Qld 4895",07 4043 9000,
Wynnum-Manly Community Health Centre (Gundu Pa),https://www.metrosouth.health.qld.gov.au/hospital-and-health-centres/wynnum-manly-community-health-centre,"20 New Lindum Road, Wynnum Qld 4178","13 36 77, 07 3213 7800, 13 12 30, In an emergency call Triple Zero (000), For non-urgent 13 HEALTH (13 43 25 84)",
Yarrabah Emergency Service,https://www.cairns-hinterland.health.qld.gov.au/hospitals-and-health-centres/yarrabahemergency-service,"1 Bukki Road
Yarrabah QLD 4871 | 1 Bukki Road
Yarrabah QLD 4871",07 4226 4285,
